"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.86212331779875e-13,0.755745936453906,0.667,0.356,5.78430209306718e-09,"72h","BBS2"
4.03172634052417e-13,0.549726600173689,0.957,0.668,6.03831654020305e-09,"72h","TMOD1"
4.25546432376218e-13,0.665877614791591,0.594,0.276,6.37340891769862e-09,"72h","RAB4B"
4.6577663110659e-13,0.709859510702237,0.79,0.456,6.97593660408339e-09,"72h","PRSS35"
4.91488834033337e-13,0.722877926927614,0.667,0.337,7.36102826731728e-09,"72h","TRPA1"
5.30247052626748e-13,0.623732510901389,0.761,0.397,7.9415101071908e-09,"72h","SVEP1"
5.39978962336556e-13,0.688217874974284,0.819,0.481,8.0872649189146e-09,"72h","LYRM5"
5.53732709228802e-13,0.56064826698628,0.92,0.642,8.29325478611977e-09,"72h","TNIK"
5.58671260941349e-13,0.564974429777169,0.928,0.71,8.36721947511859e-09,"72h","ABCA1"
5.84623258302583e-13,0.618923314371176,0.717,0.36,8.75590253959778e-09,"72h","TM7SF2"
6.14340522951627e-13,0.606001444668819,0.435,0.156,9.20097801224651e-09,"72h","NLRP7"
6.23552065300528e-13,0.734766202383066,0.696,0.374,9.338939282006e-09,"72h","COMMD3"
6.72189992839575e-13,0.703404872124526,0.319,0.095,1.00673895227583e-08,"72h","MXRA8"
6.7554279007536e-13,0.609720052204289,0.891,0.682,1.01176043669587e-08,"72h","MANEA"
7.30992298239628e-13,0.753957417798639,0.514,0.213,1.09480716507349e-08,"72h","MITF"
8.19507468822124e-13,0.502681859331472,0.913,0.665,1.22737633605489e-08,"72h","GCM1"
8.42785483732504e-13,0.819807405515872,0.449,0.176,1.26223981898617e-08,"72h","GUCY1B3"
8.7571151078775e-13,0.520560903685227,0.949,0.729,1.31155312970681e-08,"72h","NDFIP2"
9.40050789566315e-13,0.529302873975131,0.92,0.668,1.40791406753347e-08,"72h","TMSB15B"
9.64710956212524e-13,0.564705515272471,0.935,0.616,1.4448475991195e-08,"72h","ROR2"
1.13104617789594e-12,0.609125093492836,0.862,0.566,1.69396786063475e-08,"72h","PCCA"
1.13347506015161e-12,0.572125603575578,0.899,0.565,1.69760559758907e-08,"72h","AHNAK"
1.18090134299346e-12,0.651590455899415,0.732,0.384,1.7686359414013e-08,"72h","LRRC28"
1.29888031178757e-12,0.73504413230125,0.341,0.105,1.94533304296424e-08,"72h","ACSM4"
1.33522808647001e-12,0.640865104650484,0.783,0.487,1.99977110510613e-08,"72h","TMBIM1"
1.43310484302404e-12,0.506716052969392,0.971,0.745,2.14636112339711e-08,"72h","AMIGO2"
1.48178512765609e-12,0.603504077664942,0.899,0.623,2.21926958569052e-08,"72h","MME"
1.50693379742328e-12,0.542513782611282,0.797,0.465,2.25693474840085e-08,"72h","IFI27L2"
1.51872336431897e-12,0.677806491735203,0.543,0.245,2.27459198274052e-08,"72h","GMPR"
1.5326409583786e-12,0.684885668256566,0.536,0.235,2.29543636336363e-08,"72h","CRAT"
1.57930066850469e-12,0.529816738478763,0.971,0.695,2.36531861121947e-08,"72h","LPIN1"
1.81559829958287e-12,0.542386976812601,0.899,0.708,2.71922157328527e-08,"72h","PLCB4"
1.92284869812363e-12,0.530984802368536,0.87,0.592,2.87985049517976e-08,"72h","SDK2"
2.24011652205275e-12,0.614554548215557,0.667,0.345,3.35502251507841e-08,"72h","ERCC-00163"
2.37243522886256e-12,0.74596894884931,0.529,0.237,3.55319624226746e-08,"72h","CCL2"
2.3835892078488e-12,0.558027351073787,0.804,0.558,3.56990155659514e-08,"72h","ACPP"
2.40327752843469e-12,0.621863516727019,0.739,0.41,3.59938875433664e-08,"72h","OSBPL6"
2.5698702480468e-12,0.524001433040147,0.92,0.748,3.84889467049968e-08,"72h","C8orf37"
2.58288615833857e-12,0.577990713015403,0.848,0.592,3.86838859934368e-08,"72h","GPR108"
2.75064210199206e-12,0.556814652903241,0.92,0.731,4.1196366761535e-08,"72h","EGF"
2.75451495929435e-12,0.699938196964823,0.435,0.163,4.12543705453515e-08,"72h","ELAVL4"
2.82300832247725e-12,0.647504413552148,0.797,0.521,4.22801956457417e-08,"72h","PLCE1"
2.85794884428713e-12,0.668754160639112,0.536,0.237,4.28034998408883e-08,"72h","CCDC169"
2.87870858002667e-12,0.506894911106661,0.92,0.735,4.31144184030595e-08,"72h","LRP2BP"
2.9443506584393e-12,0.55157464725861,0.913,0.658,4.40975398114453e-08,"72h","KIAA1324L"
3.21171371844302e-12,0.656918944108462,0.638,0.323,4.81018363611211e-08,"72h","KCNK17"
3.27731820514548e-12,0.650221393996126,0.746,0.4,4.90843947584638e-08,"72h","CEP112"
3.70586877535105e-12,0.611918418538223,0.884,0.626,5.55027966484327e-08,"72h","NIPSNAP3A"
3.78571069796324e-12,0.594643351127303,0.703,0.344,5.66985891233954e-08,"72h","HOXB7"
4.41627881666079e-12,0.666362516674937,0.406,0.148,6.61426078371286e-08,"72h","GRM3"
4.47020451309891e-12,0.658714982441879,0.819,0.568,6.69502529926824e-08,"72h","ANO5"
5.31425466079665e-12,0.706448035344567,0.645,0.361,7.95915920547514e-08,"72h","DDB2"
5.75756120339062e-12,0.546144873619597,0.254,0.063,8.62309941431813e-08,"72h","SPAG4"
5.99418859992249e-12,0.540234136043031,1,0.684,8.97749626610391e-08,"72h","DLC1"
6.08126088962835e-12,0.55206710877272,0.906,0.621,9.10790443439638e-08,"72h","VPS54"
6.4350391315458e-12,0.539145111453397,0.362,0.123,9.63775810731615e-08,"72h","HCST"
6.48630454238278e-12,0.595883666250005,0.841,0.623,9.71453831312669e-08,"72h","KIAA1432"
8.87625018761e-12,0.587819552446753,0.543,0.247,1.32939599059835e-07,"72h","CERCAM"
8.94116685948903e-12,0.736161006520096,0.435,0.168,1.33911856054567e-07,"72h","ECM1"
8.94429102352241e-12,0.70260795175717,0.761,0.469,1.33958646659295e-07,"72h","RNFT1"
9.08798029088402e-12,0.510527644938236,0.993,0.811,1.3611068081657e-07,"72h","SHISA2"
9.46570017209512e-12,0.689364663528931,0.601,0.298,1.41767791477469e-07,"72h","NFIA"
9.94356104648813e-12,0.55930627786718,0.674,0.363,1.48924713793253e-07,"72h","HAGH"
1.31906700098675e-11,0.513224293443886,0.949,0.706,1.97556664737785e-07,"72h","PALLD"
1.41897690661828e-11,0.712946765293681,0.522,0.245,2.1252017130422e-07,"72h","KEL"
1.56045673035668e-11,0.634034868839487,0.703,0.371,2.3370960450552e-07,"72h","SELENBP1"
1.57748897144037e-11,0.73201569489234,0.522,0.234,2.36260523252624e-07,"72h","NRCAM"
1.61699324458494e-11,0.631414768870545,0.406,0.152,2.42177078241487e-07,"72h","DEC1"
1.74941735530703e-11,0.556042383273913,0.348,0.113,2.62010237304333e-07,"72h","NCR1"
1.84842242105931e-11,0.51644684313032,0.884,0.624,2.76838226002052e-07,"72h","WDR60"
1.96030937964165e-11,0.534135572176748,0.848,0.548,2.93595535788929e-07,"72h","ETV3"
2.15810597022233e-11,0.625857433814653,0.703,0.405,3.23219531160199e-07,"72h","MCEE"
2.159817871756e-11,0.530522372646379,0.862,0.542,3.23475922652895e-07,"72h","ACVR1B"
2.21584379974704e-11,0.697164242913104,0.442,0.176,3.31866925888115e-07,"72h","TEC"
2.2292071575706e-11,0.658868888288116,0.739,0.49,3.33868355989348e-07,"72h","CREBRF"
2.45999503452951e-11,0.504783820059988,0.92,0.674,3.68433456321484e-07,"72h","DERA"
2.5548976421894e-11,0.604549302068088,0.609,0.305,3.82647019870706e-07,"72h","CRELD1"
2.66504570980258e-11,0.716583628153545,0.601,0.332,3.99143895957132e-07,"72h","GGT1"
2.69229488180659e-11,0.676047218249293,0.659,0.382,4.03225004448173e-07,"72h","GNAZ"
2.85517843694818e-11,0.600973961084488,0.275,0.076,4.27620074501729e-07,"72h","SIRT4"
2.93850872391714e-11,0.565928877079207,0.855,0.608,4.4010045158107e-07,"72h","ARHGAP42"
3.09476353737811e-11,0.583637643100581,0.457,0.195,4.6350273499312e-07,"72h","FAM159A"
3.24261018667438e-11,0.703334737794781,0.587,0.297,4.85645727658222e-07,"72h","ANXA4"
3.25473001060624e-11,0.694227917609995,0.558,0.284,4.87460913688496e-07,"72h","ZNF846"
3.45553498622411e-11,0.575263346566802,0.717,0.395,5.17535474886785e-07,"72h","TMEM107"
3.57646842009524e-11,0.587146705970947,0.797,0.54,5.35647675277664e-07,"72h","FXYD6"
3.85347163590153e-11,0.723933242393695,0.587,0.318,5.77134446908972e-07,"72h","LACTB"
4.33235885718634e-11,0.548337128807068,0.761,0.408,6.48857386040798e-07,"72h","ADCY10"
4.56273372414064e-11,0.622680290248429,0.638,0.327,6.83360629864544e-07,"72h","C18orf1"
4.94000089231644e-11,0.523667986698524,0.275,0.079,7.39863933642233e-07,"72h","PYROXD2"
5.09850709231292e-11,0.509546363096955,0.978,0.779,7.63603407215705e-07,"72h","GPR83"
5.28165970773266e-11,0.541340447025028,0.442,0.185,7.91034174427121e-07,"72h","RRAS"
5.29146951842192e-11,0.621110188184116,0.551,0.281,7.92503389774051e-07,"72h","PRAF2"
5.53010509684217e-11,0.542914733928161,0.928,0.574,8.28243840354052e-07,"72h","HS3ST3A1"
5.64149669682469e-11,0.595485109261585,0.688,0.373,8.44926960283434e-07,"72h","KLHDC8B"
6.08582151620827e-11,0.525849382557637,0.906,0.687,9.11473488482513e-07,"72h","CNTRL"
6.45419812994917e-11,0.629459683495138,0.601,0.31,9.66645253922487e-07,"72h","NFASC"
6.47471754039203e-11,0.613110185499305,0.659,0.373,9.69718446024515e-07,"72h","C16orf58"
6.56282270927951e-11,0.561666798538649,0.797,0.521,9.82913957168793e-07,"72h","NBPF15"
6.64271294056813e-11,0.658434911135608,0.362,0.131,9.94879117108889e-07,"72h","NR0B1"
7.61698020911319e-11,0.734952395913226,0.442,0.187,1.14079512591888e-06,"72h","COL6A5"
7.82148185093491e-11,0.598017285619095,0.703,0.434,1.17142333681452e-06,"72h","ASMTL"
8.24313197372782e-11,0.625813570021045,0.739,0.477,1.23457387570522e-06,"72h","ANKRA2"
8.77769521409206e-11,0.566187245252361,0.848,0.611,1.31463541221457e-06,"72h","PIBF1"
8.99262476331247e-11,0.539369152904348,0.87,0.46,1.34682541080131e-06,"72h","UNC5C"
9.2759183149496e-11,0.559866359094009,0.609,0.321,1.38925428603e-06,"72h","BMF"
9.68107655197963e-11,0.632760537946091,0.681,0.403,1.44993483518999e-06,"72h","TMEM101"
1.02300151324015e-10,0.611771561871117,0.681,0.377,1.53214936637978e-06,"72h","RRAGB"
1.05447598138365e-10,0.587911345386037,0.79,0.487,1.5792886773183e-06,"72h","PLAGL1"
1.07839401221773e-10,0.807483854528045,0.391,0.166,1.61511071209849e-06,"72h","DGKI"
1.14029274257462e-10,0.527709906154687,0.442,0.194,1.707816440554e-06,"72h","ERCC-00054"
1.15271445384895e-10,0.53162201577697,0.761,0.453,1.72642043752957e-06,"72h","IFI27L1"
1.17901201194907e-10,0.780234469398158,0.319,0.113,1.76580629029612e-06,"72h","C3"
1.18155432076e-10,0.549268949585426,0.616,0.339,1.76961390620225e-06,"72h","BTN2A2"
1.18284859423735e-10,0.583742391502271,0.377,0.14,1.77155233958928e-06,"72h","ERCC-00148"
1.19546778739297e-10,0.679296110384428,0.42,0.173,1.79045210517846e-06,"72h","SLIT3"
1.34871669798735e-10,0.509066939658505,0.884,0.611,2.01997299857565e-06,"72h","C1orf85"
1.3915179585387e-10,0.588686394467397,0.703,0.41,2.08407644650342e-06,"72h","ENPEP"
1.4383325305167e-10,0.512738484612525,0.819,0.552,2.15419063095487e-06,"72h","TSPO"
1.4822400636491e-10,0.652756735446002,0.681,0.421,2.21995094332725e-06,"72h","TSPAN31"
1.50385924951722e-10,0.793872054202372,0.304,0.105,2.25232999800194e-06,"72h","FBLN5"
1.58859233912174e-10,0.545115717102124,0.565,0.284,2.37923474630263e-06,"72h","H2BFM"
1.73760302063467e-10,0.549162233130322,0.812,0.59,2.60240804400454e-06,"72h","ZHX2"
1.96370498059079e-10,0.611674621429113,0.775,0.535,2.94104094943082e-06,"72h","CNOT6L"
2.0493398755983e-10,0.549722674356628,0.746,0.473,3.06929633168357e-06,"72h","DNAJB5"
2.30211954320058e-10,0.613507213726884,0.326,0.11,3.44788443985151e-06,"72h","GRIK2"
2.34192888165666e-10,0.518910121178204,0.833,0.556,3.50750688605718e-06,"72h","TRPT1"
2.41001547738304e-10,0.526700737196465,0.254,0.073,3.60948018047658e-06,"72h","GRIP2"
2.42818133710958e-10,0.544600498737299,0.362,0.135,3.63668718858902e-06,"72h","PXDC1"
2.56955824411269e-10,0.522823173559943,0.833,0.566,3.84842738220758e-06,"72h","GSTK1"
2.59927451130433e-10,0.594999307910667,0.978,0.603,3.8929334355805e-06,"72h","PLXNA2"
2.93355288101337e-10,0.531841146865831,0.319,0.11,4.39358214989372e-06,"72h","ADAMTS15"
3.00692000082922e-10,0.585688593219709,0.768,0.519,4.50346408524192e-06,"72h","ST3GAL6"
3.20737127645081e-10,0.544646095287233,0.63,0.329,4.80367996074038e-06,"72h","NFATC1"
3.45876472156695e-10,0.532430688096635,0.58,0.277,5.18019192349081e-06,"72h","PLCD1"
3.75023278051543e-10,0.565792786102189,0.754,0.474,5.61672363537796e-06,"72h","SERTAD3"
3.81590459658712e-10,0.552524424726668,0.725,0.398,5.71508031430854e-06,"72h","MEIS2"
3.8843358986943e-10,0.506376795092833,0.449,0.205,5.81756987547445e-06,"72h","PLG"
4.24881242254684e-10,0.631348886068417,0.522,0.266,6.3634463652484e-06,"72h","DNHD1"
4.27218189042569e-10,0.670949024461392,0.341,0.126,6.39844681729056e-06,"72h","PLEKHB1"
4.30770097184553e-10,0.514402347594033,0.362,0.142,6.45164374553305e-06,"72h","CNTNAP5"
4.61661026502734e-10,0.597246425424726,0.797,0.592,6.91429719393145e-06,"72h","TRIM36"
4.62238213455419e-10,0.570487299409386,0.761,0.503,6.92294172292181e-06,"72h","VRK3"
4.64201567580229e-10,0.563107148494702,0.797,0.661,6.9523468776491e-06,"72h","CUBN"
5.24159262071056e-10,0.531889799336939,0.79,0.506,7.85033326803821e-06,"72h","SH3BP5"
5.42095781569783e-10,0.505161048266949,0.862,0.653,8.11896852057065e-06,"72h","TANK"
5.50246897080139e-10,0.611814447160903,0.71,0.49,8.24104777756924e-06,"72h","FBXL7"
5.95511516588722e-10,0.593555022386309,0.428,0.184,8.91897598394929e-06,"72h","GDF6"
6.2371098591727e-10,0.510720245389679,0.87,0.631,9.34131943608295e-06,"72h","TMCC1"
6.51240484655569e-10,0.50279906549297,0.906,0.656,9.75362873868646e-06,"72h","CRISPLD1"
6.8550838989374e-10,0.552194235555364,0.449,0.19,1.02668591554385e-05,"72h","ERCC-00059"
6.97155545982137e-10,0.620139210182721,0.696,0.434,1.04412986121745e-05,"72h","C14orf133"
7.1634991291446e-10,0.626959115862441,0.587,0.315,1.07287726457199e-05,"72h","HSPB8"
7.50978849517986e-10,0.569074890034192,0.254,0.077,1.12474102292309e-05,"72h","LEKR1"
7.82838177547217e-10,0.606338299728056,0.406,0.165,1.17245673851247e-05,"72h","SPINK5"
8.33615246286631e-10,0.60943025629826,0.594,0.311,1.24850555436349e-05,"72h","SP8"
8.37530402672746e-10,0.622253514043807,0.623,0.344,1.25436928408297e-05,"72h","MYO3A"
9.35156235374828e-10,0.558346716073105,0.812,0.544,1.40058349372088e-05,"72h","MATN3"
9.65721556174315e-10,0.503504394150443,0.377,0.152,1.44636117468227e-05,"72h","NAT6"
9.88102202868733e-10,0.500734842068177,0.862,0.647,1.4798806692365e-05,"72h","RALB"
1.08603042623906e-09,0.603047041913662,0.572,0.308,1.62654776937824e-05,"72h","SMPD1"
1.13935223486457e-09,0.52166563031137,0.986,0.742,1.70640784215667e-05,"72h","WNT5A"
1.15765021175596e-09,0.701084751325668,0.493,0.247,1.7338127221469e-05,"72h","AMPH"
1.43826244705186e-09,0.531479209778779,0.71,0.416,2.15408566694957e-05,"72h","FBLN2"
1.44978793189137e-09,0.526234617306776,0.565,0.297,2.1713473855937e-05,"72h","RBM20"
1.49042400072785e-09,0.548419385531907,0.297,0.1,2.23220802589009e-05,"72h","ERCC-00154"
1.63693606850387e-09,0.601110352219844,0.659,0.373,2.45163914979824e-05,"72h","C2orf74"
1.69501940134833e-09,0.509809410695967,0.775,0.481,2.5386305573994e-05,"72h","MGMT"
1.71081134406317e-09,0.665290881289996,0.413,0.181,2.5622821500034e-05,"72h","OSCP1"
1.71394815802865e-09,0.583057719921999,0.355,0.132,2.56698015627952e-05,"72h","ERCC-00034"
1.75281439344676e-09,0.531930448441697,0.812,0.566,2.62519011706521e-05,"72h","TMEM206"
1.83168980784811e-09,0.689296553607966,0.29,0.1,2.74332182521412e-05,"72h","PCSK2"
1.91976736524707e-09,0.509870595607356,0.413,0.185,2.87523558293054e-05,"72h","LOC100505679"
1.97308523331832e-09,0.607628170094387,0.5,0.269,2.95508975394085e-05,"72h","MYO18A"
2.0349386137074e-09,0.562514552498773,0.79,0.453,3.04772756174957e-05,"72h","PPAPDC1A"
2.03589525062386e-09,0.514716817239116,0.862,0.616,3.04916031685936e-05,"72h","GOLGA5"
2.10818092052099e-09,0.517778900667527,0.833,0.632,3.15742256466428e-05,"72h","MUT"
2.1202760570762e-09,0.546148801300501,0.341,0.126,3.17553745068303e-05,"72h","MTMR11"
2.12219988920498e-09,0.606273497384616,0.652,0.371,3.17841877406229e-05,"72h","RBM24"
2.13204297923502e-09,0.604732521864686,0.681,0.435,3.1931607700003e-05,"72h","SATB2"
2.19303215943695e-09,0.503128428839027,0.464,0.213,3.28450426518872e-05,"72h","SIL1"
2.28782381127952e-09,0.53084043190153,0.739,0.471,3.42647372215333e-05,"72h","GPHN"
2.56468255080036e-09,0.647800576714297,0.435,0.203,3.8411250563337e-05,"72h","PSKH2"
2.72671256947636e-09,0.650525859571654,0.681,0.477,4.08379741530474e-05,"72h","TBCEL"
2.82465153156957e-09,0.550937547947181,0.717,0.46,4.23048059883174e-05,"72h","RASL12"
3.16965614097574e-09,0.574901179547612,0.645,0.374,4.74719400233936e-05,"72h","BTD"
3.37880284191061e-09,0.529489553100889,0.797,0.537,5.06043301632952e-05,"72h","RIPK2"
3.56664655764057e-09,0.571380247845562,0.435,0.197,5.34176654937829e-05,"72h","P2RX4"
3.92467376860325e-09,0.655567994719037,0.348,0.139,5.87798390323708e-05,"72h","CLDN1"
4.28000507145877e-09,0.592395993005029,0.384,0.16,6.4101635955238e-05,"72h","TPK1"
4.33825888720181e-09,0.603098705268578,0.652,0.403,6.49741033536215e-05,"72h","ANO4"
4.50261456699636e-09,0.622411453516389,0.601,0.358,6.74356583699044e-05,"72h","NEK6"
4.66957977693779e-09,0.515229197710435,0.761,0.494,6.99362963191973e-05,"72h","PHC2"
4.82824079350345e-09,0.600572186587638,0.681,0.424,7.23125623643012e-05,"72h","ZBTB41"
4.89603018642821e-09,0.5443253934384,0.993,0.647,7.33278441021353e-05,"72h","GATA6"
5.1767247617803e-09,0.593362166053395,0.391,0.168,7.75318067571836e-05,"72h","ITLN2"
5.2276514809446e-09,0.633627783805139,0.768,0.616,7.82945362301073e-05,"72h","C7"
5.43467720107907e-09,0.607996183993941,0.42,0.19,8.13951604405612e-05,"72h","PPFIBP2"
5.55798066518755e-09,0.597450344520942,0.645,0.431,8.32418764225139e-05,"72h","TM6SF1"
5.67465015352747e-09,0.648889154634344,0.428,0.205,8.49892353493809e-05,"72h","WDR72"
6.21899793416831e-09,0.71729894857804,0.558,0.331,9.31419320600388e-05,"72h","LCA5"
6.40734615111031e-09,0.526803757563479,0.645,0.389,9.59628233051791e-05,"72h","CAPN12"
6.49033922414998e-09,0.611176673188345,0.645,0.405,9.72058105600942e-05,"72h","PQLC3"
6.56490406528036e-09,0.538504888625337,0.413,0.179,9.8322568185704e-05,"72h","LYST"
6.91955861331797e-09,0.500573584235073,0.848,0.631,0.000103634229351663,"72h","TMEM38B"
7.53061494915044e-09,0.597411936304139,0.355,0.15,0.000112786020093426,"72h","IL9R"
7.54234540386912e-09,0.631396242960685,0.507,0.266,0.000112961707113748,"72h","SULF1"
8.10273446532753e-09,0.505643229328569,0.804,0.623,0.00012135465408721,"72h","STX12"
8.69064105786132e-09,0.554466781022768,0.551,0.294,0.000130159731123589,"72h","ETHE1"
9.13924829421672e-09,0.595714852127289,0.478,0.245,0.000136878521702484,"72h","ART5"
9.30357755306953e-09,0.64651788943929,0.384,0.166,0.000139339681012322,"72h","FAM70A"
9.45890698719411e-09,0.511569400180802,0.696,0.431,0.000141666049947206,"72h","THAP2"
9.91572556093572e-09,0.585499432973706,0.333,0.14,0.000148507821726134,"72h","PLXNA4"
1.01841748420023e-08,0.530911626533066,0.754,0.498,0.000152528386608668,"72h","DHRS7B"
1.05551148284311e-08,0.517797214934806,0.833,0.577,0.000158083954785413,"72h","MLLT3"
1.07328641860615e-08,0.596347324805688,0.355,0.148,0.000160746106914644,"72h","TRPV2"
1.08039677877526e-08,0.564753856932676,0.457,0.218,0.000161811025557171,"72h","KCND2"
1.23694303057194e-08,0.553234466412763,0.986,0.644,0.00018525695768876,"72h","BMP4"
1.32802360976135e-08,0.539923056689757,0.659,0.403,0.000198898096033958,"72h","C20orf194"
1.59366193939869e-08,0.557354321610903,0.623,0.348,0.000238682748663741,"72h","GPR22"
1.75463029291459e-08,0.548951202671153,0.565,0.31,0.000262790978969818,"72h","NSUN7"
1.77861882587893e-08,0.508752103529064,0.572,0.292,0.000266383741551888,"72h","FRZB"
1.83985588199719e-08,0.555991768622452,0.543,0.289,0.000275555215446719,"72h","PROS1"
1.91168271054177e-08,0.617421639498565,0.58,0.347,0.000286312719557841,"72h","ATP8A1"
1.98043461079275e-08,0.649256252828335,0.464,0.235,0.000296609691658429,"72h","SPATA7"
2.17055749639562e-08,0.547908309589883,0.674,0.418,0.000325084396235172,"72h","GALC"
2.26361047849229e-08,0.600948283505125,0.681,0.471,0.000339020941363791,"72h","TTC33"
2.50966208941711e-08,0.579300101029791,0.449,0.221,0.000375872091132001,"72h","CALCOCO1"
2.81964137229211e-08,0.519273938384389,0.906,0.748,0.00042229768832819,"72h","EHHADH"
2.88362034876752e-08,0.569430096399072,0.609,0.35,0.000431879819634912,"72h","RASGRP3"
3.03772168630718e-08,0.500144002501525,0.732,0.494,0.000454959576958226,"72h","FAM65A"
3.08490063663533e-08,0.523702043130376,0.652,0.408,0.000462025568348873,"72h","SNRNP35"
3.18823988336708e-08,0.624751932896333,0.529,0.305,0.000477502687331888,"72h","PDE8A"
3.36198615083846e-08,0.524029688998091,0.565,0.339,0.000503524665811077,"72h","TNFRSF11A"
3.4553529902184e-08,0.644961496928204,0.529,0.295,0.000517508217345009,"72h","RBMS3"
3.49701765577852e-08,0.561587567252745,0.399,0.184,0.000523748334305949,"72h","S100A6"
3.539387021145e-08,0.585230385340702,0.42,0.203,0.000530093994156887,"72h","CTHRC1"
3.85319305820893e-08,0.50583818410679,0.725,0.452,0.000577092724327952,"72h","TEX264"
4.11591508772763e-08,0.510000668204829,0.572,0.313,0.000616440602688967,"72h","SCRN2"
4.2751117250905e-08,0.537857661991662,0.638,0.379,0.000640283483066805,"72h","C18orf32"
4.94974537083729e-08,0.505999090514409,0.58,0.332,0.0007413233641903,"72h","DLG2"
5.02367020555946e-08,0.703268283413447,0.478,0.282,0.00075239508668664,"72h","GALNT14"
5.02868124028344e-08,0.56139513067461,0.261,0.092,0.000753145589357251,"72h","CSMD3"
5.09587460030185e-08,0.517750792401232,0.551,0.3,0.000763209138887208,"72h","FAM214B"
5.1723097772611e-08,0.548972316647313,0.551,0.315,0.000774656835340395,"72h","ELMOD3"
5.34847189352719e-08,0.564542474171938,0.283,0.11,0.000801040635493567,"72h","FMO5"
5.44756578099437e-08,0.586190647829905,0.543,0.315,0.000815881927019527,"72h","EZH1"
5.51811901894945e-08,0.538269452730295,0.601,0.365,0.000826448685468059,"72h","NDST2"
5.56709147008822e-08,0.535444430085979,0.696,0.423,0.000833783289475112,"72h","PHYH"
5.64922279608886e-08,0.544803520639966,0.428,0.211,0.000846084098170229,"72h","CELF4"
5.80190646007169e-08,0.503139900737311,0.797,0.576,0.000868951530524937,"72h","FAM188A"
6.16092954476711e-08,0.528822227914557,0.449,0.229,0.000922722417919771,"72h","CCDC92"
6.22442650076984e-08,0.507785967396451,0.514,0.265,0.000932232357020299,"72h","PCDHGA10"
7.55604458715568e-08,0.514294790399442,0.623,0.382,0.00113166879781831,"72h","TTC32"
8.02468977463713e-08,0.539661661186636,0.696,0.489,0.0012018577875474,"72h","TMLHE"
8.06717682371495e-08,0.510814790178413,0.71,0.474,0.00120822107288779,"72h","HKR1"
8.91909104831789e-08,0.541447672848871,0.457,0.237,0.00133581226630657,"72h","MAP3K8"
8.97178624909619e-08,0.616327217945668,0.609,0.384,0.00134370442652714,"72h","ZNF30"
9.05806866096304e-08,0.564992268603741,0.428,0.21,0.00135662694335243,"72h","ERCC-00099"
9.25153491437385e-08,0.525835712273215,0.457,0.235,0.00138560238412577,"72h","DPYD"
9.39322568156642e-08,0.563300910386152,0.449,0.229,0.0014068234103282,"72h","GANC"
1.0938508081776e-07,0.507399772089632,0.493,0.255,0.0016382603554076,"72h","SLC1A1"
1.2202942570662e-07,0.531082433696576,0.616,0.39,0.00182763470880805,"72h","PPOX"
1.22662750232449e-07,0.510838657351562,0.29,0.115,0.00183712001023139,"72h","LOC375190"
1.34828783229372e-07,0.55967355896734,0.688,0.456,0.00201933068642631,"72h","PEX11B"
1.40990182746182e-07,0.552013419409713,0.551,0.329,0.00211160996698957,"72h","DHRS1"
1.42248722357423e-07,0.609007237336843,0.529,0.313,0.00213045911474713,"72h","FSD1L"
1.7693341071382e-07,0.573832468823422,0.435,0.235,0.00264993169226089,"72h","ZNF396"
1.93850201672693e-07,0.578922553348726,0.652,0.452,0.00290329447045193,"72h","PRKD1"
1.98888865578778e-07,0.503093469615106,0.493,0.271,0.00297875853977335,"72h","C10orf47"
2.03588861613386e-07,0.502813857257998,0.464,0.252,0.00304915038038368,"72h","BCAS3"
2.05253754203768e-07,0.584733324804478,0.587,0.382,0.00307408547670984,"72h","OBFC1"
2.55383915737447e-07,0.554479284602329,0.319,0.14,0.00382488490599974,"72h","ZNF438"
2.5888956555191e-07,0.591396731641238,0.391,0.194,0.00387738902327096,"72h","TMEM150C"
2.77340252211898e-07,0.525357443608107,0.674,0.437,0.0041537249573776,"72h","TCEAL7"
3.35449930429302e-07,0.51628500290614,0.507,0.285,0.00502403360803965,"72h","STARD9"
3.94784520512295e-07,0.520720744242691,0.348,0.163,0.00591268776371264,"72h","KCTD18"
4.14481828126105e-07,0.558684432248191,0.58,0.377,0.00620769433984468,"72h","NSUN3"
4.26256154479345e-07,0.546527193066555,0.384,0.189,0.00638403842563714,"72h","RSPH3"
4.47457077967265e-07,0.515653112763614,0.42,0.211,0.00670156465671573,"72h","KBTBD3"
4.52959841164979e-07,0.699206306143777,0.254,0.103,0.00678397954112789,"72h","C5"
5.00998187167568e-07,0.564153320884738,0.609,0.402,0.00750344984920867,"72h","AKTIP"
5.45338850343856e-07,0.515860064844902,0.572,0.35,0.00816753996159993,"72h","MARCH3"
5.52263707330591e-07,0.501309887318817,0.725,0.553,0.00827125354469026,"72h","C10orf88"
5.71398213352763e-07,0.679807814004719,0.275,0.119,0.00855783104138433,"72h","DOCK2"
6.04087687571543e-07,0.536518347629644,0.522,0.306,0.009047421296759,"72h","ITPR1"
6.24897287014376e-07,0.630150637638561,0.399,0.218,0.00935908666761431,"72h","DENND2A"
6.35084740745913e-07,0.63620196683913,0.406,0.215,0.00951166416215154,"72h","FIBIN"
6.43338723892523e-07,0.502149900383186,0.514,0.295,0.00963528406773831,"72h","RASGEF1B"
